Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g),Extraction_day,Extraction_time,Protein_to_Carbs_ratio,Carbs_to_Fat_ratio
Vegan,Mushroom and Eggplant Veggie Burgers,Nordic,118.09,385.66,106.3,2022-10-16,20:08:47,0.3062023544054348,3.6280338664158047
Vegan,Blissful Blueberry Banana Spelt Muffins (vegan + refined sugar-free) recipes,American,63.99,445.42,104.56,2022-10-16,20:08:53,0.14366216155538591,4.259946442234124
Vegan,Pesto Knots,American,67.14,203.94,87.54,2022-10-16,20:08:53,0.32921447484554284,2.329677861549006
Vegan,J. Kenji López-Alt's 15-Minute Creamy (Vegan) Tomato Soup,American,27.5,129.28,116.19,2022-10-16,20:08:53,0.21271658415841585,1.1126602977881057
Vegan,Southwestern Crispy Fish Taco Salad,American,115.47,258.63,243.6,2022-10-16,20:08:53,0.4464679271546224,1.0616995073891626
Vegan,Sinless Sticky Toffee Pecan Pudding recipes,British,26.85,625.68,137.41,2022-10-16,20:08:53,0.042913310318373615,4.553380394439997
Vegan,Kentucky fried seitan,Mediterranean,317.43,703.99,534.41,2022-10-16,20:08:53,0.4509012912115229,1.317321906401452
Vegan,Quinoa Maki with Avocado and Cajun Portobello Fillets,American,30.0,115.55,99.36,2022-10-16,20:08:53,0.2596278667243618,1.1629428341384862
Vegan,Indian Stuffed Eggplant,Mediterranean,66.39,327.51,151.81,2022-10-16,20:08:53,0.20271136759182926,2.157367762334497
Vegan,"Spicy Peanut Noodle Salad With Cucumbers, Red Peppers, and Basil (Vegan) Recipe",American,97.38,284.55,128.74,2022-10-16,20:08:53,0.34222456510279387,2.210268758738543
Vegan,Vegan Pumpkin Pie Squares with Gluten-Free Graham Cracker Crust recipes,American,12.97,240.28,95.85,2022-10-16,20:08:53,0.05397869152655236,2.506833594157538
Vegan,Lemon Glazed Spice Cake With Whipped Cream,American,29.85,482.83,78.11,2022-10-16,20:08:53,0.06182300188472133,6.181410830879528
Vegan,Cozy Yellow Curry Vegetable Soup,Indian,46.9,136.01,90.04,2022-10-16,20:08:53,0.3448275862068966,1.5105508662816525
Vegan,"Japanese Udon With Mushroom-Soy Broth, Stir-Fried Mushrooms, and Cabbage (Vegan) Recipe",American,6.82,20.1,3.16,2022-10-16,20:08:53,0.33930348258706466,6.360759493670886
Vegan,"Tempeh, Pepper, and Spinach-Pesto Sandwich",Mediterranean,88.15,164.82,78.16,2022-10-16,20:08:53,0.5348258706467662,2.1087512794268166
Vegan,Sweet potato & black bean chilli with zesty quinoa,South American,70.17,302.2,66.07,2022-10-16,20:08:53,0.23219722038385177,4.5739367337672165
Vegan,"ULTIMATE RAW VEGAN PIZZA (LOW-FAT, OIL-FREE, SALT-FREE) recipes",Italian,26.97,147.83,5.81,2022-10-16,20:08:53,0.18243928837177836,25.444061962134256
Vegan,"Oven Roasted Portobello Mushrooms marinated in Balsamic (Vegan, Gluten Free) Vinegar, Shallots and Thyme",American,10.23,86.04,1.3,2022-10-16,20:08:53,0.11889818688981868,66.18461538461538
Vegan,Yellow Split Pea Soup recipes,French,122.34,325.46,68.41,2022-10-16,20:08:53,0.37589872795428014,4.7574915947960825
Vegan,Banana-Coconut Cake Recipe,Caribbean,55.36,1063.72,621.42,2022-10-16,20:09:03,0.05204377091715865,1.7117569437739373
Vegan,Party Vegan's Porcini-stuffed Seitan with Wild Mushroom Sauce Recipe,American,273.14,433.03,89.55,2022-10-16,20:09:03,0.6307646121515831,4.8356225572305975
Vegan,Steamed Buns with Tempura King Oyster Mushrooms and Agave-Miso Mayonnaise (Vegan) Recipe,Japanese,75.31,498.92,898.55,2022-10-16,20:09:03,0.15094604345386034,0.5552501252017139
Vegan,Mexican Chocolate Cake,Mexican,37.67,460.63,87.47,2022-10-16,20:09:03,0.08177930225994834,5.266148393734995
Vegan,"All the Veggies In Your Fridge, Stir-Fry (Low Oil, Vegan, GF)",American,10.96,123.44,15.73,2022-10-16,20:09:03,0.08878807517822425,7.847425301970756
Vegan,CHIPOTLE JACKFRUIT TACOS WITH SIMPLE GUAC AND LEMON ORANGE CREMA,Mexican,35.85,463.12,106.43,2022-10-16,20:09:03,0.0774097426153049,4.351404679131823
Vegan,Crispy Bánh Mì Spring Rolls With Creamy Chili Mayo Recipe,American,12.93,389.9,1831.34,2022-10-16,20:09:03,0.03316234932033855,0.2129042122161914
Vegan,"Mediterranean White Beans with Sun Dried Tomatoes, Mushrooms, Garlic and Thyme (vegan, gluten free)",American,96.57,251.63,30.86,2022-10-16,20:09:03,0.383777768946469,8.153920933246921
Vegan,The Ultimate Rich and Creamy Vegan Ramen With Roasted Vegetables and Miso Broth Recipe,Japanese,3.4,15.57,9.12,2022-10-16,20:09:03,0.21836865767501604,1.7072368421052633
Vegan,Jeweled Rice (Iranian / Persian Morausa Polo),Middle Eastern,66.05,572.85,202.78,2022-10-16,20:09:03,0.11530068953478222,2.8249827399151792
Vegan,Ginger-Apple Crumble Pie (Gluten And Dairy-Free),American,43.69,447.5,213.05,2022-10-16,20:09:03,0.09763128491620111,2.1004459047172026
Vegan,"Look Ma No Dairy! - Creamy Parnsnip Soup with Granny Smith Apples (Vegan, Gluten Free)",American,125.36,322.67,170.22,2022-10-16,20:09:03,0.38850838317785974,1.8956056867583129
Vegan,Sassy Springtime Rolls,South East Asian,53.3,189.63,35.99,2022-10-16,20:09:03,0.2810736697779887,5.268963601000277
Vegan,"Spicy Sauteed Kale with Pan Roasted Garlic, Currants and Sun Flower Seeds (Vegan, gluten free)",American,22.66,74.51,50.5,2022-10-16,20:09:03,0.30412025231512546,1.4754455445544556
Vegan,"Don't Die on Me Man - A Comforting and Healing Spicy Soup (Vegan, Gluten Free)",American,55.94,109.29,19.87,2022-10-16,20:09:03,0.51184920852777,5.500251635631606
Vegan,Maple Cinnamon Mashed Sweet Potatoes recipes,American,41.97,402.47,162.37,2022-10-16,20:09:09,0.10428106442716226,2.478721438689413
Vegan,"Sichuan Shirataki Sesame Noodle Salad With Cucumber, Sichuan Peppercorn, Chili Oil, and Peanuts (Vegan) Recipe",American,54.67,207.71,111.88,2022-10-16,20:09:09,0.26320350488662075,1.8565427243475154
Vegan,Basil Thai Noodles with Bison and Zucchini + Spicy Quick Pickled Cucumber,South East Asian,130.67,270.48,126.89,2022-10-16,20:09:09,0.4831041112097012,2.131610055953976
Vegan,Beetroot Tart Tatin,French,26.4,161.98,184.31,2022-10-16,20:09:09,0.16298308433139894,0.8788454234713254
Vegan,Beetroot & squash Wellingtons with kale pesto,British,125.44,610.67,332.9,2022-10-16,20:09:09,0.20541372590760967,1.8343947131270653
Vegan,Warm Couscous Salad w/ Olives + Pine Nuts,French,46.78,201.6,85.61,2022-10-16,20:09:09,0.2320436507936508,2.354865085854456
Vegan,15 Minute No Bake Energy Bites,American,25.38,166.43,34.64,2022-10-16,20:09:09,0.15249654509403351,4.8045612009237875
Vegan,"Carrot ""Lox""",British,2.53,16.67,0.7,2022-10-16,20:09:09,0.1517696460707858,23.814285714285717
Vegan,Coconut Mashed Sweet Potatoes,American,23.13,253.62,48.98,2022-10-16,20:09:09,0.09119943222143363,5.178031849734586
Vegan,Buckwheat Tortillas,Mexican,45.44,255.23,44.91,2022-10-16,20:09:09,0.17803549739450691,5.683144065909597
Vegan,Coconut chutney,Indian,11.96,48.23,47.49,2022-10-16,20:09:09,0.24797843665768196,1.0155822278374393
Vegan,Rich Chocolate Ganache Topping Recipe,French,5.78,103.65,34.42,2022-10-16,20:09:09,0.05576459237819585,3.0113306217315516
Vegan,Stuffed Mediterranean Baked Potato,Mediterranean,38.87,199.05,9.32,2022-10-16,20:09:09,0.19527756845013813,21.357296137339056
Vegan,Sweet potato crisps,South American,0.38,4.9,6.76,2022-10-16,20:09:09,0.07755102040816327,0.7248520710059172
Vegan,Tangerine Thyme Cooler,American,13.56,282.89,5.09,2022-10-16,20:09:09,0.047933825868712227,55.577603143418465
Vegan,Cashew Cream Recipe,American,51.27,112.82,123.1,2022-10-16,20:09:09,0.454440702003191,0.9164906580016247
Vegan,Raspberry sorbet,French,6.64,265.07,3.42,2022-10-16,20:09:09,0.025049986795940695,77.50584795321637
Vegan,Warm Shredded Carrot Salad with Carrot Greens,American,4.78,37.16,14.42,2022-10-16,20:09:09,0.12863293864370293,2.5769764216366156
Vegan,"Creamy, Zesty ""Cheese"" Dip",American,70.88,81.86,64.78,2022-10-16,20:09:16,0.8658685560713413,1.2636616239580116
Vegan,Coconut Whipped Cream,American,14.41,34.64,137.64,2022-10-16,20:09:16,0.4159930715935335,0.2516710258645743
Vegan,Fudgy Oat Milk Frappuccino Dream,American,35.75,172.96,95.0,2022-10-16,20:09:16,0.20669518963922293,1.8206315789473686
Vegan,Spinach & chickpea dhal,American,39.86,108.47,68.16,2022-10-16,20:09:16,0.36747487784640914,1.5914025821596245
Vegan,Apple Pie Overnight Oats Recipe,American,74.41,185.78,142.31,2022-10-16,20:09:16,0.40052750565184625,1.3054599114608951
Vegan,Georgian Spinach Walnut Dip- Ispanakhis Pkhali,American,10.33,24.49,46.08,2022-10-16,20:09:16,0.4218048182931809,0.5314670138888888
Vegan,Spicy roast chickpeas,American,29.12,93.28,16.66,2022-10-16,20:09:16,0.31217838765008576,5.599039615846339
Vegan,Tuscan Tomato Soup,Italian,53.19,174.27,38.44,2022-10-16,20:09:16,0.3052160440695472,4.533558792924038
Vegan,Sesame stir-fry wrap,Chinese,14.55,52.11,22.85,2022-10-16,20:09:16,0.279217040875072,2.2805251641137856
Vegan,Black Bean-Sweet Potato Burritos,Mexican,173.91,779.52,60.98,2022-10-16,20:09:16,0.2230988300492611,12.783207609052148
Vegan,Tofu Scramble Fried Rice,Asian,33.95,117.22,28.08,2022-10-16,20:09:16,0.2896263436273674,4.1745014245014245
Vegan,Mint Chocolate Chip Nice Cream,American,10.98,112.7,61.85,2022-10-16,20:09:23,0.0974267968056788,1.8221503637833467
Vegan,Minted green bean salad,American,11.75,46.65,41.95,2022-10-16,20:09:23,0.25187566988210075,1.1120381406436233
Vegan,Wilted Spinach Salad with Coconut Bacon,American,1.02,3.37,6.74,2022-10-16,20:09:23,0.3026706231454006,0.5
Vegan,Cucumber-Jalapeño Popsicles,American,6.27,72.05,1.17,2022-10-16,20:09:23,0.08702290076335878,61.58119658119658
Vegan,Spaghetti Carbonara,Italian,89.88,234.58,104.78,2022-10-16,20:09:23,0.38315286895728534,2.238786027867914
Vegan,"Bean, tomato & watercress salad",South American,98.39,331.35,36.72,2022-10-16,20:09:23,0.2969367738041346,9.023692810457517
Vegan,Minted green bean salad,American,12.0,47.97,41.97,2022-10-16,20:09:23,0.2501563477173233,1.1429592566118656
Vegan,Baked Almond Feta,Mediterranean,47.14,46.8,154.91,2022-10-16,20:09:23,1.0072649572649572,0.3021109031050287
Vegan,Raspberry ripple chia pudding,British,20.18,81.74,23.28,2022-10-16,20:09:23,0.2468803523366773,3.5111683848797246
Vegan,Indian Spiced Lentil Soup,Indian,146.81,474.58,40.73,2022-10-16,20:09:23,0.3093472122719036,11.651853670513136
Vegan,Classic Cashew Cheese,Mediterranean,58.6,67.87,63.93,2022-10-16,20:09:23,0.8634153528805069,1.0616299077115596
Vegan,Roasted Squash and Raw Carrot Soup Recipe,American,36.24,277.34,126.3,2022-10-16,20:09:23,0.13066993581885053,2.1958828186856687
Vegan,Keep it green sandwich,South East Asian,14.92,53.41,32.27,2022-10-16,20:09:23,0.27934843662235537,1.655097613882863
Vegan,Smoky Charred Cauliflower and Potato Soup With Kale Recipe,American,38.9,228.69,31.37,2022-10-16,20:09:23,0.1700992610083519,7.290086069493146
Vegan,Onigiri,South American,28.7,312.65,29.67,2022-10-16,20:09:23,0.0917959379497841,10.537580047185708
Vegan,Chilli-charred Brussels sprouts,Mediterranean,22.01,64.6,57.28,2022-10-16,20:09:30,0.3407120743034056,1.1277932960893853
Vegan,"Colcannon Inspired, Spicy Asian Sweet Potato Salad",South American,49.57,318.05,40.73,2022-10-16,20:09:30,0.15585599748467222,7.808740486128162
Vegan,Miso aubergines,Japanese,27.61,143.46,19.33,2022-10-16,20:09:30,0.19245782796598354,7.4216244180031055
Vegan,Golden beet hummus,Eastern Europe,40.89,119.51,112.69,2022-10-16,20:09:30,0.34214710066103254,1.0605200106486823
Vegan,Eggplant Arrabbiata,French,65.83,370.1,76.85,2022-10-16,20:09:30,0.17787084571737366,4.8158750813272615
Vegan,Coconut Nice,American,48.71,819.39,262.56,2022-10-16,20:09:30,0.05944666154090238,3.12077239488117
Vegan,Cashew “Hollandaise”,French,6.59,13.61,42.48,2022-10-16,20:09:30,0.4842027920646583,0.3203860640301318
Vegan,ORANGE TARRAGON FRUIT LEATHER,American,10.5,71.22,25.36,2022-10-16,20:09:30,0.14743049705139005,2.808359621451104
Vegan,Roasted pear with walnut & ginger filling,American,17.33,176.0,60.98,2022-10-16,20:09:30,0.09846590909090908,2.8861921941620206
Vegan,Dairy Free Chocolate Coconut Ice Cream,American,10.2,73.41,86.47,2022-10-16,20:09:30,0.13894564773191662,0.8489649589452989
Vegan,Hearty Winter Vegetable Soup Recipe,Mediterranean,34.01,168.55,21.55,2022-10-16,20:09:30,0.20177988727380597,7.821345707656612
Vegan,Spinach & chickpea curry,Indian,70.74,222.0,26.18,2022-10-16,20:09:30,0.3186486486486486,8.479755538579068
Vegan,Roasted cherry tomato and eggplant pasta,Italian,71.33,454.7,9.06,2022-10-16,20:09:30,0.15687266329447988,50.18763796909492
Vegan,Cassava Bacon,American,11.08,186.49,22.83,2022-10-16,20:09:30,0.05941337337122634,8.168637757336839
Vegan,Crispy Fried Chickpea Cake and Slaw Sandwiches Recipe,American,102.28,465.63,170.32,2022-10-16,20:09:30,0.21965938620793335,2.733853922029122
Vegan,"Linguine with avocado, tomato & lime",Italian,24.41,137.68,32.28,2022-10-16,20:09:30,0.17729517722254504,4.265179677819083
Vegan,Gluten Free Cauliflower Kale Pesto Pizza,Italian,25.86,42.4,84.09,2022-10-16,20:09:30,0.6099056603773585,0.5042216672612676
Vegan,Pumpkin Pie Tarts,American,121.77,431.62,291.01,2022-10-16,20:09:36,0.28212316389416614,1.4831792721899593
Vegan,Melon Milk Pops,American,14.53,133.36,11.26,2022-10-16,20:09:36,0.10895320935812836,11.843694493783305
Vegan,Vegetarian Enchiladas,Mexican,70.42,272.88,34.95,2022-10-16,20:09:36,0.2580621518616242,7.8077253218884115
Vegan,"""Chorizo"" Tacos From 'The VB6 Cookbook'",Asian,92.83,143.99,76.85,2022-10-16,20:09:36,0.6446975484408639,1.8736499674690958
Vegan,Parsnip and Chestnut Bisque,French,14.41,225.76,55.78,2022-10-16,20:09:36,0.06382884479092843,4.047328791681606
Vegan,Barley & broccoli risotto with lemon & basil,Italian,18.12,99.9,31.15,2022-10-16,20:09:36,0.18138138138138138,3.2070626003210276
Vegan,Butter bean & tomato salad,Middle Eastern,38.38,123.71,46.77,2022-10-16,20:09:36,0.31024169428502146,2.645071627111396
Vegan,"Fried Plantains With Black Beans, Roasted Poblanos, Avocado, and Pickled Red Onion Recipe",South American,45.04,349.94,318.04,2022-10-16,20:09:36,0.12870777847631024,1.1003018488240472
Vegan,Avocado hummus & crudités,Mediterranean,55.34,192.09,43.34,2022-10-16,20:09:36,0.2880941225467229,4.432164282418089
Vegan,Watermelon-Strawberry Popsicles,American,4.81,76.54,1.69,2022-10-16,20:09:36,0.06284295793049385,45.28994082840237
Vegan,Dairy Free Tzatziki,Mediterranean,33.82,88.14,62.31,2022-10-16,20:09:36,0.3837077376900386,1.4145402022147326
Vegan,Cook the Book: Lasagna with Roasted Cauliflower Ricotta and Spinach,Italian,96.05,125.05,37.69,2022-10-16,20:09:36,0.7680927628948421,3.317856195277262
Vegan,Mexican chocolate chickpea brownie,French,140.86,703.55,233.35,2022-10-16,20:09:43,0.20021320446308014,3.0149989286479535
Vegan,Squash & spinach fusilli with pecans,American,26.33,128.24,19.96,2022-10-16,20:09:43,0.20531815346225823,6.424849699398798
Vegan,Guacamole & mango salad with black beans,Mexican,32.88,143.89,25.03,2022-10-16,20:09:43,0.2285078879699771,5.748701558130243
Vegan,Butter bean & tomato salad,Middle Eastern,39.49,126.57,47.07,2022-10-16,20:09:43,0.3120012641226199,2.688973868706182
Vegan,Leek seeni sambol,Japanese,6.42,47.99,23.82,2022-10-16,20:09:43,0.13377787038966452,2.0146935348446684
Vegan,Parsnip gnocchi,French,48.6,271.55,78.89,2022-10-16,20:09:43,0.178972564905174,3.4421346178222842
Vegan,Soondubu Jjigae (Korean Soft Tofu Stew) Recipe,Asian,131.98,56.1,190.38,2022-10-16,20:09:43,2.352584670231729,0.2946738102741885
Vegan,Syrian Hummus,Mediterranean,60.77,194.69,122.04,2022-10-16,20:09:43,0.3121372438235143,1.5952966240576858
Vegan,Kohlrabi Fritters,South East Asian,27.12,73.76,56.02,2022-10-16,20:09:43,0.3676789587852494,1.3166726169225278
Vegan,Luxury hummus,Mediterranean,148.12,462.54,174.66,2022-10-16,20:09:43,0.32023176373935225,2.6482308485056683
Vegan,Strawberry-Mango Nice Cream,American,4.37,69.68,1.98,2022-10-16,20:09:43,0.06271526980482203,35.1919191919192
Vegan,Peanut and Coke Sorbet Recipe,American,46.68,276.31,102.94,2022-10-16,20:09:43,0.16894068256668235,2.6841849621138527
Vegan,Tofu Tacos,Asian,74.68,180.41,66.77,2022-10-16,20:09:43,0.41394601186187024,2.7019619589636066
Vegan,Fennel Pistachio Cauliflower Steaks,Mediterranean,34.0,89.7,59.78,2022-10-16,20:09:43,0.379041248606466,1.5005018400802945
Vegan,Quinoa and lentil salad with arugula,Middle Eastern,77.4,272.33,67.77,2022-10-16,20:09:43,0.28421400506738154,4.018444739560278
Vegan,Cauliflower steaks with roasted red pepper & olive salsa,American,16.25,39.91,39.3,2022-10-16,20:09:43,0.40716612377850164,1.0155216284987276
Vegan,Asparagus & lemon spaghetti with peas,Italian,34.55,164.06,31.77,2022-10-16,20:09:43,0.21059368523710836,5.163991186654076
Vegan,Veggie tahini lentils,Mediterranean,84.45,227.58,59.23,2022-10-16,20:09:50,0.3710783021355128,3.8423096403849404
Vegan,Roasted squash & red onion with pistachios,American,16.0,115.48,42.67,2022-10-16,20:09:50,0.13855213023900242,2.7063510663229433
Vegan,Citrus Lime Tofu Salad,Asian,27.09,20.25,31.08,2022-10-16,20:09:50,1.3377777777777777,0.6515444015444016
Vegan,Burnt leeks on toast with romesco,Mediterranean,52.01,258.41,57.4,2022-10-16,20:09:50,0.20126930072365617,4.501916376306621
Vegan,Marinated Kale and Chickpea Salad With Sumac Onions Recipe,American,50.3,135.85,33.68,2022-10-16,20:09:50,0.3702613176297387,4.03355106888361
Vegan,Beefless Ground Beef,American,41.35,11.42,32.61,2022-10-16,20:09:50,3.6208406304728546,0.35019932536031895
Vegan,Veggie-loaded flatbread,Mediterranean,51.57,187.8,72.72,2022-10-16,20:09:50,0.27460063897763576,2.5825082508250827
Vegan,Gluten-Free Apple and Walnut Pakoda/Fritters,American,21.6,152.21,42.09,2022-10-16,20:09:50,0.14190920438867355,3.6162984081729626
Vegan,Beet Tartare,French,27.2,108.07,62.82,2022-10-16,20:09:50,0.25168872027389655,1.7203120025469594
Vegan,Slow-Cooker Creamy Lentil Soup Freezer Pack,American,71.2,184.75,16.0,2022-10-16,20:09:50,0.3853856562922869,11.546875
Vegan,Egg-Free and Dairy-Free Pumpkin Pudding,British,17.97,108.25,91.53,2022-10-16,20:09:50,0.16600461893764434,1.1826723478640884
Vegan,Spaghetti with a Creamy Zucchini & Mint Sauce,French,38.17,194.22,12.32,2022-10-16,20:09:50,0.19652970857790136,15.76461038961039
Vegan,Pesto Tortilla Pizza,Italian,56.56,269.32,155.67,2022-10-16,20:09:50,0.21001039655428488,1.7300700199139205
Vegan,Gluten-Free Apple Hand Pies Recipe,American,23.5,425.1,101.1,2022-10-16,20:09:56,0.05528111032698188,4.204747774480713
Vegan,Veggie Sandwich,Indian,9.87,48.35,10.98,2022-10-16,20:09:56,0.20413650465356772,4.403460837887067
Vegan,Toasted Paprika Chickpeas,Mediterranean,30.39,99.03,28.82,2022-10-16,20:09:56,0.3068767040290821,3.436155447605829
Vegan,Healthy Broccoli and Cheese Soup,American,67.06,97.78,8.01,2022-10-16,20:09:56,0.6858253221517693,12.207240948813983
Vegan,Garlic Mashed Cauliflower,Mediterranean,17.51,49.52,43.95,2022-10-16,20:09:56,0.35359450726978997,1.1267349260523323
Vegan,Butternut Squash and Quinoa Pilaf,Mediterranean,28.77,160.17,42.8,2022-10-16,20:09:56,0.17962165199475558,3.742289719626168
Vegan,Crispy sweet potatoes with chickpeas & tahini yogurt,Mediterranean,55.06,246.11,100.18,2022-10-16,20:09:56,0.22372110032099468,2.456677979636654
Vegan,Sweet potato Tex-Mex salad,Mexican,51.93,283.57,91.4,2022-10-16,20:09:56,0.18312938604224707,3.1025164113785557
Vegan,Mushroom Beet Black Bean Burger,American,60.14,138.46,27.25,2022-10-16,20:09:56,0.4343492705474505,5.0811009174311925
Vegan,Cauliflower Steaks with Olive Salsa and Roasted Tomato Sauce,American,23.27,96.18,29.35,2022-10-16,20:09:56,0.2419421917238511,3.277001703577513
Vegan,Veggie olive wraps with mustard vinaigrette,American,6.84,34.45,13.26,2022-10-16,20:09:56,0.19854862119013061,2.5980392156862746
Vegan,Smoky Potato and Caper Empanadas With Cilantro Sauce Recipe,South American,48.15,374.31,1930.24,2022-10-16,20:09:56,0.12863669151238277,0.19391889091511935
Vegan,Aubergine & chickpea bites,French,60.56,259.79,59.97,2022-10-16,20:09:56,0.23311135917471804,4.331999332999834
Vegan,Shortbread Pecan Pie Crust,American,30.42,129.38,155.44,2022-10-16,20:09:56,0.23512134796722833,0.8323468862583633
Vegan,Zucchini Cannelloni with Cashew sauce,Italian,42.87,80.26,34.37,2022-10-16,20:09:56,0.5341390480936954,2.3351760256037246
Vegan,Sweet potato & cauliflower lentil bowl,Indian,66.52,222.82,47.41,2022-10-16,20:09:56,0.29853693564312,4.69985235182451
Vegan,Summertime Lentil Salad With Mango,Indian,15.05,51.05,17.71,2022-10-16,20:09:56,0.29480901077375127,2.882552230378317
Vegan,Curried parsnip soup shots,American,30.68,141.37,32.54,2022-10-16,20:10:03,0.21701916955506825,4.344499078057775
Vegan,Chilli & avocado salsa sweet potatoes,Mexican,46.0,212.41,40.19,2022-10-16,20:10:03,0.21656230874252624,5.285145558596666
Vegan,Autumn Apple Pumpkin Soup,American,16.38,140.73,50.33,2022-10-16,20:10:03,0.11639309315710936,2.7961454400953705
Vegan,Cook the Book: Garlicky Mushrooms and Kale,American,24.96,50.66,9.31,2022-10-16,20:10:03,0.49269640742202925,5.441460794844253
Vegan,Raspberry-Banana Sorbet,French,10.18,107.83,4.89,2022-10-16,20:10:03,0.09440786423073357,22.051124744376278
Vegan,Miso roasted tofu with sweet potato,Asian,80.17,115.44,75.36,2022-10-16,20:10:03,0.6944733194733195,1.5318471337579618
Vegan,Citrus Collards with Raisins Redux,American,6.65,92.0,14.69,2022-10-16,20:10:03,0.07228260869565217,6.262763784887679
Vegan,My children love beet salad!,American,21.29,95.81,50.29,2022-10-16,20:10:03,0.2222106251956998,1.905150129250348
Vegan,Edamame & Veggie Rice Bowl,Japanese,9.58,43.75,26.11,2022-10-16,20:10:03,0.21897142857142857,1.675603217158177
Vegan,Sautéed Spinach,French,14.23,19.32,10.81,2022-10-16,20:10:03,0.7365424430641822,1.7872340425531914
Vegan,Tuscan Hummus,Italian,77.06,228.87,73.14,2022-10-16,20:10:03,0.3366976886442085,3.1292042657916324
Vegan,Tangy Teriyaki Salmon,Nordic,431.1,39.47,276.51,2022-10-16,20:10:03,10.922219407144668,0.1427434812484178
Vegan,Graham Cracker Cinnamon Rolls (the best ever!),American,41.53,395.99,94.71,2022-10-16,20:10:03,0.10487638576731735,4.181079083518108
Vegan,"""Chocomole"" Pudding",British,37.32,445.2,117.05,2022-10-16,20:10:03,0.08382749326145553,3.8035027765912
Vegan,Broccoli Slaw w/ Mustard Vinaigrette,American,11.45,50.78,15.07,2022-10-16,20:10:03,0.22548247341473018,3.369608493696085
Vegan,Pesto Stuffed Mushrooms,Italian,16.01,40.09,31.17,2022-10-16,20:10:03,0.3993514592167623,1.2861726018607635
Vegan,Edamame Spread,Japanese,1.65,4.08,18.65,2022-10-16,20:10:03,0.4044117647058823,0.2187667560321716
Vegan,Escalivada (Smoky Slow-Roasted Vegetables),Mediterranean,15.04,78.65,74.96,2022-10-16,20:10:10,0.19122695486331848,1.0492262540021347
Vegan,Coconut Almond Chia Seed Pudding Recipe,British,26.13,107.65,60.6,2022-10-16,20:10:10,0.24273107292150486,1.7764026402640265
Vegan,Cucumber-Avocado Cauliflower Rice Sushi,Japanese,18.14,60.4,149.24,2022-10-16,20:10:10,0.30033112582781457,0.4047172339855266
Vegan,"Amaranth ""Risotto"" With Mushrooms",Italian,87.04,417.85,126.84,2022-10-16,20:10:10,0.20830441546009335,3.294307789340902
Vegan,Garlicky mushroom penne,Mediterranean,41.4,171.31,23.15,2022-10-16,20:10:10,0.24166715311423734,7.4
Vegan,West Indian spiced aubergine curry,Indian,11.25,69.45,15.4,2022-10-16,20:10:10,0.16198704103671704,4.509740259740259
Vegan,Roasted aubergine & tomato curry,Indian,20.68,90.56,125.12,2022-10-16,20:10:10,0.22835689045936394,0.7237851662404092
Vegan,"Cauliflower, squash, coconut & lentil curry",Indian,77.02,241.44,118.3,2022-10-16,20:10:10,0.3190026507620941,2.0409129332206257
Vegan,Ripe's Eggplant Romesco Rigatoni,Mediterranean,64.71,293.29,70.69,2022-10-16,20:10:10,0.2206348665143714,4.1489602489743955
Vegan,Date and Fennel Tofu Scramble,Asian,78.01,165.29,65.14,2022-10-16,20:10:10,0.47195837618730724,2.5374577832361065
Vegan,Caramelized Onion Hummus,Mediterranean,73.91,236.99,191.25,2022-10-16,20:10:10,0.3118696991434238,1.2391633986928106
Vegan,Asian Bulgur Wheat Salad,Chinese,20.18,99.19,29.31,2022-10-16,20:10:10,0.2034479282185704,3.3841692255203
Vegan,Roast asparagus bowls with tahini lemon dressing,Mediterranean,38.85,152.63,26.53,2022-10-16,20:10:10,0.254537115901199,5.753109687146626
Vegan,"Tomato, Fennel, and Crab Soup",French,76.04,175.31,101.06,2022-10-16,20:10:10,0.43374593577092013,1.7347120522461903
Vegan,Pasta with Broccoli and Cauliflower,Italian,71.61,273.57,34.28,2022-10-16,20:10:17,0.2617611580217129,7.980455075845974
Vegan,Tuscan Black Cabbage Bruschetta - (Crostoni Di Cavolo Nero),Italian,15.29,69.67,4.0,2022-10-16,20:10:17,0.21946318357973302,17.4175
Vegan,Black-Eyed Pea and Tempeh Beanballs,Italian,89.8,120.96,41.04,2022-10-16,20:10:17,0.7423941798941799,2.9473684210526314
Vegan,"Spanish Rice with Chorizo, Beans and Peas",Mediterranean,176.64,432.46,209.06,2022-10-16,20:10:17,0.40845396105998244,2.0685927484932556
Vegan,Cauliflower Cilantro Salad Recipe,Mediterranean,11.07,41.95,42.2,2022-10-16,20:10:17,0.2638855780691299,0.9940758293838863
Vegan,"Spicy, Peanutty Udon with Kale",American,32.54,85.66,35.11,2022-10-16,20:10:17,0.379873920149428,2.4397607519225293
Vegan,Satay noodle soup,Asian,13.54,53.94,39.2,2022-10-16,20:10:17,0.25101965146459027,1.3760204081632652
Vegan,Raw Chocolate Ganache Cake,French,42.13,240.67,153.62,2022-10-16,20:10:17,0.17505297710558027,1.5666579872412445
Vegan,"#SPINACH #LASAGNA my #Caribbean favourite, #Delicious #Nutritious #Vegetarian",Italian,165.9,333.74,548.55,2022-10-16,20:10:17,0.4970935458740337,0.6084039741135722
Vegan,"Tempeh ""Chicken"" Salad",American,26.8,23.75,24.2,2022-10-16,20:10:17,1.128421052631579,0.981404958677686
